Pt_name,East,North,Elevation,Depth,Code
bathy_tfxc,407013.195000000006985,7400205.178999999538064,-3.555000000000000,-1.670000000000000, 
bathy_tfxd,407012.260000000009313,7400204.791000000201166,-3.503000000000000,-1.750000000000000, 
bathy_tfxe,407011.065000000002328,7400204.235999999567866,-3.523000000000000,-1.790000000000000, 
bathy_tfxf,407010.115999999979977,7400203.873999999836087,-3.458000000000000,-1.890000000000000, 
bathy_tfxg,407009.145000000018626,7400203.450000000186265,-3.441000000000000,-1.850000000000000, 
bathy_tfxh,407008.181999999971595,7400203.021999999880791,-3.493000000000000,-1.820000000000000, 
bathy_tfxi,407007.184000000008382,7400202.646999999880791,-3.506000000000000,-1.770000000000000, 
bathy_tfxj,407006.183000000019092,7400202.192999999970198,-3.559000000000000,-1.680000000000000, 
bathy_tfxk,407005.163999999989755,7400201.705000000074506,-3.566000000000000,-1.760000000000000, 
bathy_tfxl,407004.103999999992084,7400201.200000000186265,-3.537000000000000,-1.640000000000000, 
bathy_tfxm,407003.030000000027940,7400200.696000000461936,-3.517000000000000,-1.780000000000000, 
bathy_tfxn,407001.934999999997672,7400200.178999999538064,-3.548000000000000,-1.680000000000000, 
bathy_tfxo,407000.803000000014435,7400199.652999999932945,-3.567000000000000,-1.770000000000000, 
bathy_tfxp,406999.695999999996275,7400199.125000000000000,-3.601000000000000,-1.790000000000000, 
bathy_tfxq,406998.558000000019092,7400198.592000000178814,-3.561000000000000,-1.860000000000000, 
bathy_tfxr,406997.389000000024680,7400198.031000000424683,-3.518000000000000,-1.850000000000000, 
bathy_tfxs,406996.194000000017695,7400197.466000000014901,-3.512000000000000,-1.870000000000000, 
bathy_tfxt,406994.952999999979511,7400196.838999999687076,-3.536000000000000,-1.840000000000000, 
bathy_tfxu,406993.695000000006985,7400196.161999999545515,-3.572000000000000,-1.770000000000000, 
bathy_tfxv,406992.452999999979511,7400195.479000000283122,-3.571000000000000,-1.850000000000000, 
bathy_tfxw,406991.218999999982771,7400194.838999999687076,-3.540000000000000,-1.930000000000000, 
bathy_tfxx,406990.015000000013970,7400194.178000000305474,-3.545000000000000,-1.760000000000000, 
bathy_tfxy,406988.800999999977648,7400193.591000000014901,-3.523000000000000,-1.820000000000000, 
bathy_tfxz,406987.576999999990221,7400193.024000000208616,-3.508000000000000,-1.870000000000000, 
bathy_tfya,406986.347000000008848,7400192.410000000149012,-3.529000000000000,-1.830000000000000, 
bathy_tfyb,406985.108999999996740,7400191.910000000149012,-3.508000000000000,-1.860000000000000, 
bathy_tfyc,406983.880999999993946,7400191.440999999642372,-3.526000000000000,-1.880000000000000, 
bathy_tfyd,406982.668000000005122,7400190.910000000149012,-3.542000000000000,-1.850000000000000, 
bathy_tfye,406981.430999999982305,7400190.401999999769032,-3.565000000000000,-1.810000000000000, 
bathy_tfyf,406980.219999999972060,7400189.809000000357628,-3.587000000000000,-1.770000000000000, 
bathy_tfyg,406978.998000000021420,7400189.139000000432134,-3.601000000000000,-1.790000000000000, 
bathy_tfyh,406977.814000000013039,7400188.536999999545515,-3.558000000000000,-1.760000000000000, 
bathy_tfyi,406976.617000000027474,7400187.895999999716878,-3.579000000000000,-1.820000000000000, 
bathy_tfyj,406975.458999999973457,7400187.218999999575317,-3.619000000000000,-1.760000000000000, 
bathy_tfyk,406974.261999999987893,7400186.637000000104308,-3.517000000000000,-1.840000000000000, 
bathy_tfyl,406973.097000000008848,7400185.963999999687076,-3.536000000000000,-1.860000000000000, 
bathy_tfym,406971.905000000027940,7400185.393000000156462,-3.508000000000000,-1.890000000000000, 
bathy_tfyn,406970.767999999981839,7400184.821000000461936,-3.530000000000000,-1.870000000000000, 
bathy_tfyo,406969.630000000004657,7400184.359000000171363,-3.489000000000000,-1.910000000000000, 
bathy_tfyp,406968.504000000015367,7400183.770999999716878,-3.523000000000000,-1.880000000000000, 
bathy_tfyq,406967.382999999972526,7400183.214999999850988,-3.559000000000000,-1.870000000000000, 
bathy_tfyr,406966.243000000016764,7400182.576000000350177,-3.600000000000000,-1.800000000000000, 
bathy_tfys,406965.081000000005588,7400181.984000000171363,-3.537000000000000,-1.850000000000000, 
bathy_tfyt,406963.902999999991152,7400181.275999999605119,-3.522000000000000,-1.910000000000000, 
bathy_tfyu,406962.706999999994878,7400180.622999999672174,-3.487000000000000,-1.960000000000000, 
bathy_tfyv,406961.450000000011642,7400180.036999999545515,-3.448000000000000,-1.970000000000000, 
bathy_tfyw,406960.177000000025146,7400179.514000000432134,-3.497000000000000,-1.930000000000000, 
bathy_tfyx,406958.957999999984168,7400178.942999999970198,-3.568000000000000,-1.860000000000000, 
bathy_tfyy,406957.728999999992084,7400178.440000000409782,-3.509000000000000,-1.930000000000000, 
bathy_tfyz,406956.608000000007451,7400177.770999999716878,-3.572000000000000,-1.860000000000000, 
bathy_tfza,406955.515000000013970,7400177.190000000409782,-3.536000000000000,-1.920000000000000, 
bathy_tfzb,406954.408999999985099,7400176.523000000044703,-3.542000000000000,-1.900000000000000, 
bathy_tfzc,406953.369999999995343,7400175.896999999880791,-3.544000000000000,-1.920000000000000, 
bathy_tfzd,406952.283999999985099,7400175.235000000335276,-3.541000000000000,-1.900000000000000, 
bathy_tfze,406951.240999999979977,7400174.629999999888241,-3.549000000000000,-1.910000000000000, 
bathy_tfzf,406950.177000000025146,7400174.020999999716878,-3.531000000000000,-1.960000000000000, 
bathy_tfzg,406949.150000000023283,7400173.393000000156462,-3.522000000000000,-1.970000000000000, 
bathy_tfzh,406948.157999999995809,7400172.740000000223517,-3.545000000000000,-1.930000000000000, 
bathy_tfzi,406947.157000000006519,7400172.179999999701977,-3.525000000000000,-2.050000000000000, 
bathy_tfzj,406946.191999999980908,7400171.509999999776483,-3.497000000000000,-1.950000000000000, 
bathy_tfzk,406945.169999999983702,7400170.849999999627471,-3.500000000000000,-1.900000000000000, 
bathy_tfzl,406944.158999999985099,7400170.214999999850988,-3.538000000000000,-1.900000000000000, 
bathy_tfzm,406943.118000000016764,7400169.520999999716878,-3.544000000000000,-1.930000000000000, 
bathy_tfzn,406942.033999999985099,7400168.793999999761581,-3.495000000000000,-2.010000000000000, 
bathy_tfzo,406940.929999999993015,7400168.072999999858439,-3.510000000000000,-2.030000000000000, 
bathy_tfzp,406939.786000000021886,7400167.377000000327826,-3.545000000000000,-1.990000000000000, 
bathy_tfzq,406938.659999999974389,7400166.752000000327826,-3.532000000000000,-1.980000000000000, 
bathy_tfzr,406937.531000000017229,7400166.169999999925494,-3.543000000000000,-2.040000000000000, 
bathy_tfzs,406936.441999999980908,7400165.493999999947846,-3.573000000000000,-1.950000000000000, 
bathy_tfzt,406935.306999999971595,7400164.877999999560416,-3.515000000000000,-1.970000000000000, 
bathy_tfzu,406934.200000000011642,7400164.127999999560416,-3.544000000000000,-1.970000000000000, 
bathy_tfzv,406933.031000000017229,7400163.411999999545515,-3.506000000000000,-2.020000000000000, 
bathy_tfzw,406931.929999999993015,7400162.583999999798834,-3.547000000000000,-2.010000000000000, 
bathy_tfzx,406930.781000000017229,7400161.858000000007451,-3.532000000000000,-2.080000000000000, 
bathy_tfzy,406929.706000000005588,7400161.031000000424683,-3.569000000000000,-1.970000000000000, 
bathy_tfzz,406928.634000000020023,7400160.224000000394881,-3.578000000000000,-1.960000000000000, 
bathy_tgaa,406927.530000000027940,7400159.543999999761581,-3.561000000000000,-1.950000000000000, 
bathy_tgab,406926.495999999984633,7400158.790000000037253,-3.583000000000000,-2.030000000000000, 
bathy_tgac,406925.439000000013039,7400158.134999999776483,-3.565000000000000,-2.020000000000000, 
bathy_tgad,406924.395000000018626,7400157.461000000126660,-3.538000000000000,-2.040000000000000, 
bathy_tgae,406923.363000000012107,7400156.759999999776483,-3.546000000000000,-2.070000000000000, 
bathy_tgaf,406922.362000000022817,7400155.955000000074506,-3.556000000000000,-2.040000000000000, 
bathy_tgag,406921.393999999971129,7400155.060999999754131,-3.543000000000000,-2.130000000000000, 
bathy_tgah,406920.392999999981839,7400154.254999999888241,-3.511000000000000,-2.120000000000000, 
bathy_tgai,406919.439000000013039,7400153.458999999798834,-3.560000000000000,-2.080000000000000, 
bathy_tgaj,406918.429000000003725,7400152.759999999776483,-3.501000000000000,-2.190000000000000, 
bathy_tgak,406917.484999999986030,7400151.923000000417233,-3.564000000000000,-2.070000000000000, 
bathy_tgal,406916.441999999980908,7400151.212000000290573,-3.491000000000000,-2.200000000000000, 
bathy_tgam,406915.471000000019558,7400150.440000000409782,-3.463000000000000,-2.290000000000000, 
bathy_tgan,406914.552000000025146,7400149.697999999858439,-3.543000000000000,-2.190000000000000, 
bathy_tgao,406913.652999999991152,7400149.076000000350177,-3.492000000000000,-2.340000000000000, 
bathy_tgap,406912.804999999993015,7400148.281999999657273,-3.540000000000000,-2.270000000000000, 
bathy_tgaq,406911.889000000024680,7400147.552000000141561,-3.536000000000000,-2.350000000000000, 
bathy_tgar,406910.956000000005588,7400146.774000000208616,-3.582000000000000,-2.340000000000000, 
bathy_tgas,406909.941999999980908,7400145.992999999783933,-3.568000000000000,-2.420000000000000, 
bathy_tgat,406908.891000000003260,7400145.242999999783933,-3.512000000000000,-2.570000000000000, 
bathy_tgau,406907.830000000016298,7400144.398000000044703,-3.537000000000000,-2.640000000000000, 
bathy_tgav,406906.710000000020955,7400143.656000000424683,-3.466000000000000,-2.800000000000000, 
bathy_tgaw,406905.643999999971129,7400142.792000000365078,-3.516000000000000,-2.930000000000000, 
bathy_tgax,406904.599999999976717,7400141.978000000119209,-3.497000000000000,-3.020000000000000, 
bathy_tgay,406903.549999999988358,7400141.080000000074506,-3.489000000000000,-3.160000000000000, 
bathy_tgaz,406902.511999999987893,7400140.196999999694526,-3.529000000000000,-3.250000000000000, 
bathy_tgba,406901.441999999980908,7400139.303999999538064,-3.585000000000000,-3.370000000000000, 
bathy_tgbb,406900.267999999981839,7400138.547000000253320,-3.512000000000000,-0.000000000000000, 
bathy_tgbc,406899.150000000023283,7400137.716000000014901,-3.525000000000000,-0.000000000000000, 
bathy_tgbd,406897.961999999999534,7400136.944000000134110,-3.532000000000000,-0.000000000000000, 
bathy_tgbe,406896.784999999974389,7400136.211000000126660,-3.523000000000000,-0.000000000000000, 
bathy_tgbf,406895.596000000019558,7400135.536999999545515,-3.501000000000000,-0.000000000000000, 
bathy_tgbg,406894.412000000011176,7400134.870000000111759,-3.483000000000000,-0.000000000000000, 
bathy_tgbh,406893.287000000011176,7400134.099000000394881,-3.551000000000000,-4.240000000000000, 
bathy_tgbi,406892.118000000016764,7400133.497000000439584,-3.510000000000000,-0.000000000000000, 
bathy_tgbj,406891.000999999989290,7400132.832000000402331,-3.527000000000000,-0.000000000000000, 
bathy_tgbk,406889.919999999983702,7400132.121000000275671,-3.578000000000000,-4.400000000000000, 
bathy_tgbl,406888.777999999991152,7400131.461000000126660,-3.556000000000000,-0.000000000000000, 
bathy_tgbm,406887.651000000012573,7400130.809000000357628,-3.529000000000000,-0.000000000000000, 
bathy_tgbn,406886.538000000000466,7400130.208999999798834,-3.499000000000000,-4.580000000000000, 
bathy_tgbo,406885.456999999994878,7400129.588000000454485,-3.562000000000000,-0.000000000000000, 
bathy_tgbp,406884.417000000015832,7400129.029000000096858,-3.547000000000000,-0.000000000000000, 
bathy_tgbq,406883.403999999980442,7400128.433000000193715,-3.482000000000000,-4.720000000000000, 
bathy_tgbr,406882.429999999993015,7400127.814000000245869,-3.472000000000000,-4.630000000000000, 
bathy_tgbs,406881.455000000016298,7400127.199000000022352,-3.488000000000000,-0.000000000000000, 
bathy_tgbt,406880.527000000001863,7400126.559000000357628,-3.549000000000000,-4.680000000000000, 
bathy_tgbu,406879.609999999986030,7400125.992999999783933,-3.504000000000000,-4.850000000000000, 
bathy_tgbv,406878.710000000020955,7400125.309000000357628,-3.555000000000000,-4.770000000000000, 
bathy_tgbw,406877.777000000001863,7400124.775999999605119,-3.521000000000000,-0.000000000000000, 
bathy_tgbx,406876.885999999998603,7400124.251000000163913,-3.460000000000000,-4.730000000000000, 
bathy_tgby,406875.784999999974389,7400123.574000000022352,-3.529000000000000,-0.000000000000000, 
bathy_tgbz,406874.695000000006985,7400123.071000000461936,-3.505000000000000,-4.860000000000000, 
bathy_tgca,406873.663999999989755,7400122.525999999605119,-3.545000000000000,-4.640000000000000, 
bathy_tgcb,406872.647999999986496,7400122.014999999664724,-3.563000000000000,-0.000000000000000, 
bathy_tgcc,406871.700000000011642,7400121.463999999687076,-3.527000000000000,-4.840000000000000, 
bathy_tgcd,406870.771999999997206,7400120.913999999873340,-3.517000000000000,-0.000000000000000, 
bathy_tgce,406869.835000000020955,7400120.417000000365078,-3.491000000000000,-4.650000000000000, 
bathy_tgcf,406869.003000000026077,7400119.839999999850988,-3.553000000000000,-0.000000000000000, 
bathy_tgcg,406867.982000000018161,7400119.213000000454485,-3.477000000000000,-4.510000000000000, 
bathy_tgch,406866.999000000010710,7400118.514999999664724,-3.495000000000000,-4.530000000000000, 
bathy_tgci,406866.244999999995343,7400117.825000000186265,-3.557000000000000,-4.420000000000000, 
bathy_tgcj,406865.343999999982771,7400116.952999999746680,-3.562000000000000,-4.260000000000000, 
bathy_tgck,406864.523999999975786,7400116.024000000208616,-3.524000000000000,-4.540000000000000, 
bathy_tgcl,406863.879000000015367,7400115.208999999798834,-3.510000000000000,-0.000000000000000, 
bathy_tgcm,406863.265000000013970,7400114.404000000096858,-3.523000000000000,-4.400000000000000, 
bathy_tgcn,406862.625999999989290,7400113.366000000387430,-3.523000000000000,-4.490000000000000, 
bathy_tgco,406861.972999999998137,7400112.298000000417233,-3.497000000000000,-4.390000000000000, 
bathy_tgcp,406861.472999999998137,7400111.201999999582767,-3.540000000000000,-4.360000000000000, 
bathy_tgcq,406861.128000000026077,7400110.213999999687076,-3.508000000000000,-4.330000000000000, 
bathy_tgcr,406860.783999999985099,7400108.987999999895692,-3.511000000000000,-4.390000000000000, 
bathy_tgcs,406860.574000000022352,7400107.945000000298023,-3.531000000000000,-4.460000000000000, 
bathy_tgct,406860.456000000005588,7400106.832000000402331,-3.502000000000000,-4.460000000000000, 
bathy_tgcu,406860.401000000012573,7400105.833999999798834,-3.494000000000000,-4.480000000000000, 
bathy_tgcv,406860.418999999994412,7400104.758000000379980,-3.482000000000000,-4.460000000000000, 
bathy_tgcw,406860.501999999978580,7400103.747999999672174,-3.480000000000000,-4.510000000000000, 
bathy_tgcx,406860.630999999993946,7400102.706000000238419,-3.524000000000000,-4.690000000000000, 
bathy_tgcy,406860.775000000023283,7400101.649000000208616,-3.583000000000000,-4.540000000000000, 
bathy_tgcz,406860.961999999999534,7400100.623999999836087,-3.552000000000000,-4.660000000000000, 
bathy_tgda,406861.145000000018626,7400099.565999999642372,-3.534000000000000,-4.920000000000000, 
bathy_tgdb,406861.371999999973923,7400098.327999999746680,-3.495000000000000,-2.500000000000000, 
bathy_tgdc,406861.576000000000931,7400097.332000000402331,-3.500000000000000,-4.480000000000000, 
bathy_tgdd,406861.798999999999069,7400096.110999999567866,-3.505000000000000,-4.640000000000000, 
bathy_tgde,406862.042000000015832,7400095.067999999970198,-3.567000000000000,-4.120000000000000, 
bathy_tgdf,406862.336999999999534,7400094.065000000409782,-3.533000000000000,-4.300000000000000, 
bathy_tgdg,406862.543000000005122,7400092.967000000178814,-3.484000000000000,-0.000000000000000, 
bathy_tgdh,406862.902000000001863,7400091.913999999873340,-3.526000000000000,-0.000000000000000, 
bathy_tgdi,406863.141999999992549,7400090.786000000312924,-3.519000000000000,-0.000000000000000, 
bathy_tgdj,406863.403999999980442,7400089.735000000335276,-3.584000000000000,-0.000000000000000, 
bathy_tgdk,406863.717999999993481,7400088.637000000104308,-3.577000000000000,-5.480000000000000, 
bathy_tgdl,406863.865999999979977,7400087.598000000230968,-3.498000000000000,-5.530000000000000, 
bathy_tgdm,406864.092000000004191,7400086.514999999664724,-3.518000000000000,-5.590000000000000, 
bathy_tgdn,406864.275000000023283,7400085.445000000298023,-3.473000000000000,-0.000000000000000, 
bathy_tgdo,406864.525000000023283,7400084.432000000029802,-3.524000000000000,-5.710000000000000, 
bathy_tgdp,406864.860999999975320,7400083.463999999687076,-3.513000000000000,-5.660000000000000, 
bathy_tgdq,406865.369000000006054,7400082.378999999724329,-3.563000000000000,-5.600000000000000, 
bathy_tgdr,406865.787000000011176,7400081.458999999798834,-3.546000000000000,-5.570000000000000, 
bathy_tgds,406866.396000000007916,7400080.618999999947846,-3.470000000000000,-5.730000000000000, 
bathy_tgdt,406867.215000000025611,7400079.821000000461936,-3.575000000000000,-5.600000000000000, 
bathy_tgdu,406868.125000000000000,7400079.206000000238419,-3.506000000000000,-0.000000000000000, 
bathy_tgdv,406869.135000000009313,7400078.985999999567866,-3.490000000000000,-5.580000000000000, 
bathy_tgdw,406870.212999999988824,7400079.001000000163913,-3.489000000000000,-0.000000000000000, 
bathy_tgdx,406871.374000000010710,7400079.201999999582767,-3.515000000000000,-5.470000000000000, 
bathy_tgdy,406872.554000000003725,7400079.343999999575317,-3.541000000000000,-0.000000000000000, 
bathy_tgdz,406873.612000000022817,7400079.531999999657273,-3.542000000000000,-5.370000000000000, 
bathy_tgea,406874.842999999993481,7400079.790000000037253,-3.477000000000000,-5.580000000000000, 
bathy_tgeb,406875.833999999973457,7400080.348000000230968,-3.584000000000000,-0.000000000000000, 
bathy_tgec,406876.977000000013504,7400080.747000000439584,-3.548000000000000,-5.370000000000000, 
bathy_tged,406878.121999999973923,7400081.184000000357628,-3.510000000000000,-5.390000000000000, 
bathy_tgee,406879.304000000003725,7400081.718999999575317,-3.520000000000000,-5.310000000000000, 
bathy_tgef,406880.541000000026543,7400082.070000000298023,-3.511000000000000,-5.350000000000000, 
bathy_tgeg,406881.651000000012573,7400082.593000000342727,-3.557000000000000,-5.110000000000000, 
bathy_tgeh,406882.802000000025146,7400083.150999999605119,-3.547000000000000,-5.160000000000000, 
bathy_tgei,406883.896000000007916,7400083.610999999567866,-3.542000000000000,-0.000000000000000, 
bathy_tgej,406885.030000000027940,7400084.243999999947846,-3.490000000000000,-5.170000000000000, 
bathy_tgek,406886.143999999971129,7400084.702999999746680,-3.504000000000000,-5.040000000000000, 
bathy_tgel,406887.298999999999069,7400085.343000000342727,-3.510000000000000,-5.020000000000000, 
bathy_tgem,406888.416000000026543,7400085.791000000201166,-3.458000000000000,-5.080000000000000, 
bathy_tgen,406889.489000000001397,7400086.344999999739230,-3.534000000000000,-0.000000000000000, 
bathy_tgeo,406890.594999999972060,7400086.854000000283122,-3.555000000000000,-0.000000000000000, 
bathy_tgep,406891.565000000002328,7400087.328999999910593,-3.560000000000000,-4.930000000000000, 
bathy_tgeq,406892.618000000016764,7400087.824000000022352,-3.588000000000000,-4.840000000000000, 
bathy_tger,406893.666000000026543,7400088.478000000119209,-3.559000000000000,-0.000000000000000, 
bathy_tges,406894.764000000024680,7400089.084999999962747,-3.548000000000000,-0.000000000000000, 
bathy_tget,406895.873000000021420,7400089.771999999880791,-3.498000000000000,-4.870000000000000, 
bathy_tgeu,406896.792000000015832,7400090.224000000394881,-3.528000000000000,-0.000000000000000, 
bathy_tgev,406897.929999999993015,7400090.935999999754131,-3.475000000000000,-4.850000000000000, 
bathy_tgew,406899.085000000020955,7400091.514999999664724,-3.533000000000000,-0.000000000000000, 
bathy_tgex,406900.172000000020489,7400092.125000000000000,-3.554000000000000,-4.760000000000000, 
bathy_tgey,406901.313000000023749,7400092.769999999552965,-3.531000000000000,-0.000000000000000, 
bathy_tgez,406902.413000000000466,7400093.353000000119209,-3.526000000000000,-0.000000000000000, 
bathy_tgfa,406903.311999999976251,7400093.868999999947846,-3.550000000000000,-4.510000000000000, 
bathy_tgfb,406904.190000000002328,7400094.366000000387430,-3.614000000000000,-4.480000000000000, 
bathy_tgfc,406905.085000000020955,7400094.883000000379980,-3.539000000000000,-4.550000000000000, 
bathy_tgfd,406906.016999999992549,7400095.457000000402331,-3.546000000000000,-4.310000000000000, 
bathy_tgfe,406906.961999999999534,7400096.016999999992549,-3.482000000000000,-4.290000000000000, 
bathy_tgff,406907.949000000022352,7400096.639000000432134,-3.496000000000000,-0.000000000000000, 
bathy_tgfg,406908.914999999979045,7400097.178000000305474,-3.454000000000000,-4.290000000000000, 
bathy_tgfh,406909.923999999999069,7400097.723000000230968,-3.508000000000000,-0.000000000000000, 
bathy_tgfi,406910.893999999971129,7400098.205000000074506,-3.492000000000000,-4.030000000000000, 
bathy_tgfj,406911.841000000014901,7400098.688000000081956,-3.532000000000000,-3.850000000000000, 
bathy_tgfk,406912.811999999976251,7400099.078999999910593,-3.514000000000000,-3.890000000000000, 
bathy_tgfl,406913.701999999990221,7400099.701000000350177,-3.612000000000000,-0.000000000000000, 
bathy_tgfm,406914.657000000006519,7400100.196000000461936,-3.496000000000000,-3.590000000000000, 
bathy_tgfn,406915.565999999991618,7400100.737999999895692,-3.481000000000000,-3.410000000000000, 
bathy_tgfo,406916.489000000001397,7400101.402999999932945,-3.526000000000000,-0.000000000000000, 
bathy_tgfp,406917.549999999988358,7400101.967000000178814,-3.501000000000000,-3.020000000000000, 
bathy_tgfq,406918.550999999977648,7400102.626000000163913,-3.517000000000000,-2.840000000000000, 
bathy_tgfr,406919.664999999979045,7400103.082999999634922,-3.460000000000000,-0.000000000000000, 
bathy_tgfs,406920.608000000007451,7400103.668999999761581,-3.551000000000000,-2.290000000000000, 
bathy_tgft,406921.534999999974389,7400104.143000000156462,-3.566000000000000,-2.150000000000000, 
bathy_tgfu,406922.483000000007451,7400104.625000000000000,-3.438000000000000,-2.210000000000000, 
bathy_tgfv,406923.443000000028405,7400105.206000000238419,-3.518000000000000,-2.030000000000000, 
bathy_tgfw,406924.371999999973923,7400105.746000000275671,-3.502000000000000,-2.000000000000000, 
bathy_tgfx,406925.386999999987893,7400106.258000000379980,-3.523000000000000,-1.870000000000000, 
bathy_tgfy,406926.403999999980442,7400106.793999999761581,-3.519000000000000,-1.860000000000000, 
bathy_tgfz,406927.298000000009779,7400107.331000000238419,-3.467000000000000,-1.890000000000000, 
bathy_tgga,406928.330000000016298,7400108.014999999664724,-3.506000000000000,-1.780000000000000, 
bathy_tggb,406929.316999999980908,7400108.587000000290573,-3.509000000000000,-1.810000000000000, 
bathy_tggc,406930.342000000004191,7400109.144999999552965,-3.536000000000000,-1.750000000000000, 
bathy_tggd,406931.233999999996740,7400109.684999999590218,-3.529000000000000,-1.730000000000000, 
bathy_tgge,406932.136999999987893,7400110.288999999873340,-3.491000000000000,-1.750000000000000, 
bathy_tggf,406933.135000000009313,7400110.860000000335276,-3.497000000000000,-1.780000000000000, 
bathy_tggg,406934.148999999975786,7400111.417999999597669,-3.426000000000000,-1.830000000000000, 
bathy_tggh,406935.101000000024214,7400111.924999999813735,-3.553000000000000,-1.710000000000000, 
bathy_tggi,406936.146999999997206,7400112.516999999992549,-3.584000000000000,-1.660000000000000, 
bathy_tggj,406937.211999999999534,7400113.019000000320375,-3.508000000000000,-1.760000000000000, 
bathy_tggk,406938.071999999985565,7400113.628999999724329,-3.599000000000000,-1.640000000000000, 
bathy_tggl,406939.142999999981839,7400114.248999999836087,-3.512000000000000,-1.730000000000000, 
bathy_tggm,406940.021999999997206,7400114.834999999962747,-3.538000000000000,-1.740000000000000, 
bathy_tggn,406941.085000000020955,7400115.492999999783933,-3.530000000000000,-1.730000000000000, 
bathy_tggo,406942.003000000026077,7400116.084999999962747,-3.519000000000000,-1.700000000000000, 
bathy_tggp,406942.905000000027940,7400116.657999999821186,-3.491000000000000,-1.740000000000000, 
bathy_tggq,406943.791000000026543,7400117.177000000141561,-3.522000000000000,-1.660000000000000, 
bathy_tggr,406944.847999999998137,7400117.830000000074506,-3.546000000000000,-1.680000000000000, 
bathy_tggs,406945.878000000026077,7400118.442999999970198,-3.560000000000000,-1.670000000000000, 
bathy_tggt,406946.874000000010710,7400119.037999999709427,-3.559000000000000,-1.700000000000000, 
bathy_tggu,406947.681999999971595,7400119.644999999552965,-3.560000000000000,-1.650000000000000, 
bathy_tggv,406948.670999999972992,7400120.442999999970198,-3.526000000000000,-1.690000000000000, 
bathy_tggw,406949.483000000007451,7400121.156000000424683,-3.517000000000000,-1.800000000000000, 
bathy_tggx,406950.343999999982771,7400121.862999999895692,-3.472000000000000,-1.640000000000000, 
bathy_tggy,406951.178000000014435,7400122.549999999813735,-3.428000000000000,-1.750000000000000, 
bathy_tggz,406951.950000000011642,7400123.239000000059605,-3.551000000000000,-1.670000000000000, 
bathy_tgha,406952.750999999989290,7400123.877000000327826,-3.444000000000000,-1.750000000000000, 
bathy_tghb,406953.542000000015832,7400124.504999999888241,-3.488000000000000,-1.730000000000000, 
bathy_tghc,406954.477000000013504,7400125.275999999605119,-3.492000000000000,-1.760000000000000, 
bathy_tghd,406955.320999999996275,7400125.862999999895692,-3.534000000000000,-1.680000000000000, 
bathy_tghe,406956.351000000024214,7400126.565000000409782,-3.479000000000000,-1.710000000000000, 
bathy_tghf,406957.402000000001863,7400127.191999999806285,-3.417000000000000,-1.810000000000000, 
bathy_tghg,406958.321999999985565,7400127.817999999970198,-3.538000000000000,-1.720000000000000, 
bathy_tghh,406959.409999999974389,7400128.371000000275671,-3.528000000000000,-1.740000000000000, 
bathy_tghi,406960.216000000014901,7400129.018000000156462,-3.597000000000000,-1.830000000000000, 
bathy_tghj,406961.048999999999069,7400129.633999999612570,-3.460000000000000,-1.760000000000000, 
bathy_tghk,406961.794999999983702,7400130.303000000305474,-3.567000000000000,-1.710000000000000, 
bathy_tghl,406962.615999999979977,7400130.925999999977648,-3.617000000000000,-1.700000000000000, 
bathy_tghm,406963.628000000026077,7400131.537999999709427,-3.562000000000000,-1.780000000000000, 
bathy_tghn,406964.656000000017229,7400132.127999999560416,-3.586000000000000,-1.800000000000000, 
bathy_tgho,406965.735999999975320,7400132.667000000365078,-3.623000000000000,-1.700000000000000, 
bathy_tghp,406966.701000000000931,7400133.052000000141561,-3.549000000000000,-1.800000000000000, 
bathy_tghq,406967.581000000005588,7400133.695000000298023,-3.563000000000000,-1.730000000000000, 
bathy_tghr,406968.574000000022352,7400134.190999999642372,-3.421000000000000,-1.900000000000000, 
bathy_tghs,406969.397999999986496,7400134.882000000216067,-3.403000000000000,-1.940000000000000, 
bathy_tght,406970.306999999971595,7400135.555999999865890,-3.497000000000000,-1.890000000000000, 
bathy_tghu,406971.083999999973457,7400136.264000000432134,-3.557000000000000,-1.810000000000000, 
bathy_tghv,406971.879000000015367,7400137.075000000186265,-3.596000000000000,-1.800000000000000, 
bathy_tghw,406972.761999999987893,7400137.850999999791384,-3.557000000000000,-1.800000000000000, 
bathy_tghx,406973.705000000016298,7400138.646999999880791,-3.518000000000000,-1.830000000000000, 
bathy_tghy,406974.757999999972526,7400139.303000000305474,-3.445000000000000,-1.950000000000000, 
bathy_tghz,406975.646999999997206,7400139.799999999813735,-3.484000000000000,-1.770000000000000, 
bathy_tgia,406976.864999999990687,7400140.099999999627471,-3.468000000000000,-1.900000000000000, 
bathy_tgib,406978.146000000007916,7400140.224000000394881,-3.581000000000000,-1.660000000000000, 
bathy_tgic,406979.430999999982305,7400140.135999999940395,-3.590000000000000,-1.780000000000000, 
bathy_tgid,406980.701999999990221,7400139.815999999642372,-3.573000000000000,-1.680000000000000, 
bathy_tgie,406981.902000000001863,7400139.315999999642372,-3.546000000000000,-1.750000000000000, 
bathy_tgif,406983.018999999971129,7400138.673999999649823,-3.557000000000000,-1.640000000000000, 
bathy_tgig,406983.898999999975786,7400137.955000000074506,-3.501000000000000,-1.730000000000000, 
bathy_tgih,406984.766000000003260,7400137.088000000454485,-3.500000000000000,-1.670000000000000, 
bathy_tgii,406985.420999999972992,7400136.161000000312924,-3.480000000000000,-1.760000000000000, 
